content_traduzido,sentiment,sentiment_polarity,spacy_lemma
nubank pode ate bonzinho nao fique devendo pra devo reais ainda vao ganhar juros assim ligam vezes dia inclusive apos vou pagar divida sair desse app sao crueis bom senso algum hora cobrar,anger,negative,"['nubankr', 'poder', 'bonzinho', 'ficar', 'dever', 'devo', 'real', 'ainda', 'ganhar', 'juro', 'assim', 'ligar', 'vez', 'dia', 'inclusive', 'apo', 'pagar', 'divido', 'sair', 'app', 'cruil', 'bom', 'senso', 'hora', 'cobrar']"
aplicativo melhorou alguns aspectos piorou outros agora removeram opcao poder printar tela util usuarios,sadness,positive,"['aplicativo', 'melhorar', 'aspecto', 'piorar', 'agora', 'remover', 'opcao', 'poder', 'printar', 'tela', 'util', 'usuario']"
antigamente nubank destacava app extremamente fluido opcoes interessantes investimento cartao credito hoje dia opcoes bem interessantes mercado gostaria voltassem trazer diferencial banco,sadness,positive,"['antigamente', 'destacar', 'app', 'extremamente', 'fluido', 'interessante', 'investimento', 'cartao', 'credito', 'hoje', 'dia', 'opcoes', 'bem', 'interessante', 'mercado', 'gostar', 'voltassem', 'trazer', 'diferencial', 'banco']"
app nao oferecendo opcoes cliente resolver problemas tentando cancelar compra pagamento so vae reconhecido dias uteis estao fazendo burocracia proprio app nobenk diz processo pagamento andamento canlocar entro chat deixan gelando vem mandam testo mensagem computadorizada nao responde perguntamos,disgust,negative,"['app', 'oferecer', 'cliente', 'resolver', 'problema', 'tentar', 'cancelar', 'compra', 'pagamento', 'vae', 'reconhecer', 'dia', 'utel', 'estao', 'fazer', 'burocracia', 'proprio', 'app', 'nobenk', 'dizer', 'processo', 'pagamento', 'andamento', 'canlocar', 'entro', 'deixan', 'gelar', 'vir', 'mandar', 'testo', 'mensagem', 'computadorizado', 'nao', 'responde', 'perguntar']"
pior banco ja utilizei limites credito hilarios sentido analise meses voce mandar mensagem suporte mandam belo problema nao liberaram emptestimo porque tambem nao sei segundo facil mercado nah pra ne usrm qualquer coisa menos,anger,negative,"['mau', 'Banco', 'limite', 'hilario', 'sentido', 'analiser', 'mês', 'mandar', 'mensagem', 'suporte', 'mandar', 'Belo', 'problema', 'nao', 'liberar', 'emptestimo', 'tamber', 'saber', 'segundo', 'facil', 'mercado', 'nah', 'ne', 'usrm', 'coisa', 'menos']"
ultimamente aplicativo apresentado falhas hora abrir fica carregando ficar fechando varias vezes ate conseguir ter acesso concertem,anger,negative,"['ultimamente', 'aplicativo', 'apresentar', 'falha', 'hora', 'abrir', 'ficar', 'carregar', 'ficar', 'fechar', 'vario', 'vez', 'conseguir', 'ter', 'acesso', 'concertir']"
bom aplicativo compras fazer conta terminei novo rg parece habilitacao srmpre falava nao possivel fazer leitura consegui terminar nubank nao finalizando criar conta vai fazer meses gostaria resolvessem bug,disgust,negative,"['bom', 'aplicativo', 'compra', 'fazer', 'conta', 'terminei', 'novo', 'rg', 'parecer', 'habilitacao', 'srmpre', 'falar', 'possivel', 'fazer', 'leitura', 'conseguir', 'terminar', 'finalizar', 'criar', 'conta', 'fazer', 'mês', 'gostar', 'resolver', 'bug']"
bom infelizmente aumentar limite raro faz seis meses tentando aumentar pago adiantado compro direto nao aumentam limite,sadness,positive,"['bom', 'infelizmente', 'aumentar', 'limite', 'raro', 'fazer', 'mês', 'tentar', 'aumentar', 'pagar', 'adiantar', 'compro', 'direto', 'aumentar', 'limite']"
faco uso app tempos porem ha menos uns meses tido problemas tentar entrar app fica tempo todo rodando sempre preciso desligar cel voltar funcionar gosto nubank ja cogitando mudar banco,disgust,negative,"['faco', 'uso', 'app', 'tempo', 'por', 'ha', 'menos', 'mês', 'ter', 'problema', 'tentar', 'entrar', 'app', 'ficar', 'tempo', 'rodar', 'sempre', 'preciso', 'desligar', 'cel', 'voltar', 'funcionar', 'gostar', 'nubank', 'cogitar', 'mudar', 'banco']"
lento demais chega estressante uso nubank ha tempo geral sempre satisfeito servico agora app parece mal otimizado,anger,negative,"['lento', 'demais', 'chegar', 'estressante', 'uso', 'nubank', 'tempo', 'geral', 'sempre', 'satisfeito', 'servico', 'agora', 'app', 'parecer', 'mal', 'otimizar']"
bom util exceto momento preciso acessar caixinha opcao simplesmente nao aparece ja atualizei sai entrei app nada,sadness,positive,"['bom', 'util', 'momento', 'preciso', 'acessar', 'caixinhar', 'opcao', 'simplesmente', 'aparecer', 'sair', 'entrar', 'app']"
app otimo nao muita enrolacao facil usa tendo problema pois estapedindo atualizacao nao opcao aq play store,sadness,positive,"['app', 'otimo', 'nao', 'enrolacao', 'facil', 'usar', 'ter', 'problema', 'estapedir', 'atualizacao', 'opcao', 'play', 'store']"
algum tempo app comecou apresentacao lentidao travamento irei fazer pix tela congela alguns segundos trava ta sendo sacrificio fazer pagamento pix,disgust,negative,"['tempo', 'app', 'comecar', 'apresentacaor', 'lentidao', 'travamento', 'irar', 'fazer', 'telo', 'congela', 'segundo', 'trar', 'sacrificio', 'fazer', 'pagamento', 'pix']"
pega malandragem desse banco fiz compra credito dividi x cartao pagamento todo dia fiz pagamento dia horas fiz pix pro banco paguei dento banco ai la observacao pode demora ate dias pra fazer pagamento dura dias pra fazer dinheiro sistema ja pois incrivel pareca nao feito dia agora vou pagar juros k so paguei,disgust,negative,"['pegar', 'malandragem', 'banco', 'fiz', 'compra', 'dividir', 'cartao', 'pagamento', 'dia', 'fiz', 'pagamento', 'dia', 'hora', 'fiz', 'Banco', 'dentar', 'banco', 'poder', 'demora', 'dia', 'fazer', 'pagamento', 'durar', 'dia', 'fazer', 'dinheiro', 'sistema', 'ja', 'incrivel', 'pareca', 'fazer', 'dia', 'agora', 'pagar', 'juro']"
pior aplicativo banco ja simplesmente nao entra tres dias conseguir acessar aplicativo ja instalei desinstalei varias vezes nao consigo abrir pagar fatura pior experiencia banco,anger,negative,"['mau', 'aplicativo', 'simplesmente', 'entrar', 'tr', 'dia', 'conseguir', 'acessar', 'aplicativo', 'vario', 'vez', 'nao', 'consigo', 'abrir', 'pagar', 'fatura', 'pior', 'experiencia', 'banco']"
app cheio defeitos extremo tudo acusa falha conexao erro criacao conta manuseio normal ate hoje nao consegui registrar chave pix celular conta jamais receber sms codigo validar absurdo,anger,negative,"['app', 'cheio', 'defeito', 'extremo', 'acusar', 'falha', 'criacao', 'contar', 'manuseio', 'normal', 'hoje', 'conseguir', 'registrar', 'chave', 'pix', 'celular', 'conta', 'jamais', 'receber', 'sms', 'codigo', 'validar', 'absurdo']"
coisa ta errado banco decidir quanto vai limite usar credito pra ter ajustar limite diz adicional verdade nao coloca ferramenta ajustar limite credito ai penso dou estrelas,anger,negative,"['coisa', 'errar', 'banco', 'decidir', 'quanto', 'limite', 'usar', 'credito', 'ter', 'ajustar', 'limite', 'dizer', 'adicional', 'verdade', 'colocar', 'ferramento', 'ajustar', 'limite', 'credito', 'penso', 'dou', 'estrela']"
motorista app cidade sp corridas app rentavel sao pagas pix app nubank sempre notifica chega pix principalmente corridas onde valor alto assim fico passivel levar golpes ja nubank nao notifica instantaneamente,fear,negative,"['motorista', 'cidade', 'corrida', 'app', 'rentavel', 'paga', 'app', 'nubank', 'sempre', 'notifico', 'chegar', 'pix', 'principalmente', 'corrida', 'valor', 'alto', 'assim', 'fico', 'passivel', 'levar', 'golpe', 'nubank', 'nao', 'notifico', 'instantaneamente']"
banco ate bom nao valendo pena abrir conta nele pois comparacao outros bancos dificulta hora conceder linha credito ja faz anos lutando aumentar limite reais credito sempre peco aumento fala agora nao pode abri conta santander ja ganhei inicio limite reais banco iti mesma coisa credito reias sei existe analise comportamento nao recomendo injusto,disgust,negative,"['Banco', 'bom', 'nao', 'pena', 'abrir', 'conta', 'comparacaor', 'banco', 'dificultar', 'hora', 'conceder', 'linha', 'credito', 'fazer', 'ano', 'lutar', 'aumentar', 'limite', 'real', 'credito', 'sempre', 'pecar', 'aumento', 'falar', 'agora', 'poder', 'abri', 'contar', 'santander', 'ganhar', 'inicio', 'limite', 'real', 'iti', 'mesmo', 'coisa', 'credito', 'reio', 'saber', 'existir', 'analise', 'comportamento', 'nao', 'recomendar', 'injusto']"
horrivel atendentes precisando treinamento cada fala informacao diferente referente assunto fizeram compra cartao reportei cancelei mandaram outro porem qnd deram credito confianca ninguem explica nada vc liga la p ter informacao alem vc ficar esperando tempo linha vao passando p setor responsavel ninguem sabe explicar nada chat informacoes sao ligacao outra sendo q vc fala c pessoa fisica nota,anger,negative,"['horrivel', 'atendente', 'precisar', 'treinamento', 'falar', 'informacao', 'diferente', 'referente', 'assunto', 'fazer', 'compra', 'cartao', 'reportar', 'cancelei', 'mandar', 'por', 'qnd', 'dar', 'credito', 'confianca', 'explicar', 'ligar', 'ter', 'informacao', 'aler', 'ficar', 'esperar', 'tempo', 'linha', 'passar', 'setor', 'responsavel', 'saber', 'explicar', 'chat', 'informacoes', 'sao', 'ligacao', 'falar', 'pessoa', 'fisica', 'noto']"
bom porem probleminha toda vez tento investir escolho opcoes disponiveis aplicativo manda solicitacao atualizar aplicativo porem atualizo problema continua solicitacao continua repetindo,sadness,positive,"['bom', 'por', 'problemer', 'vez', 'tento', 'investir', 'escolho', 'disponivel', 'aplicativo', 'mandar', 'solicitacao', 'atualizar', 'aplicativo', 'por', 'atualizo', 'problema', 'continuar', 'solicitacao', 'continuar', 'repetir']"
resolvi problema deu certo feliz agora aplicativo investimentos mudar tres estrelas cinco polegar cima,happiness,positive,"['resolver', 'problema', 'dar', 'feliz', 'agora', 'aplicativo', 'investimento', 'mudar', 'tre', 'estrela', 'polegar']"
bloqueio tirar print so piorou uso aplicativo tirem restricao logo vezes precisamos tirar print conta algum motivo importante ativem funcao print novamente android homem decepcionado pele clara,anger,negative,"['bloqueio', 'tirar', 'print', 'piorar', 'uso', 'aplicativo', 'tir', 'restricao', 'logo', 'vez', 'precisar', 'tirar', 'print', 'conta', 'motivo', 'importante', 'ativer', 'funcao', 'print', 'novamente', 'android', 'homem', 'decepcionar', 'pele', 'claro']"
nao consigo acessar conta mensagens erro sao constantes apos atualizacao recente app nao consigo acessar ativos desde entao oque gerado serie transtornos,disgust,negative,"['nao', 'consigo', 'acessar', 'conta', 'mensagem', 'erro', 'sao', 'constante', 'apo', 'atualizacao', 'recente', 'app', 'consigo', 'acessar', 'ativo', 'entao', 'gerar', 'serie', 'transtorno']"
pior aplicativo bancario existe ja passei muita raiva jeito vou passar ainda dinheiro fica preso conta nao jeito entrar atendentes nao conseguem ajudar coragem mandar formatar aparelho pra tentar sabe conseguir fazer aplicativo entrar fim piada mal gosto,anger,negative,"['mau', 'aplicativo', 'bancario', 'existir', 'passar', 'raiva', 'jeito', 'passar', 'ainda', 'dinheiro', 'ficar', 'prender', 'contar', 'nao', 'jeito', 'entrar', 'atendente', 'conseguir', 'ajudar', 'coragem', 'mandar', 'formatar', 'aparelho', 'tentar', 'saber', 'conseguir', 'fazer', 'aplicativo', 'entrar', 'fim', 'piar', 'mal', 'gostar']"
gostava nubank tempo pra ca piorou app lerdo cheio bugs deixar tirar print controle contas desorganizado ficam jogando cara interessa alem limite credito nao aumentar voce comprovando ganha recomendo testar outros bancos tmbm decepcionante sei la sinceramente,disgust,negative,"['gostar', 'nubank', 'tempo', 'piorar', 'Lerdo', 'cheio', 'bugs', 'deixar', 'tirar', 'print', 'controle', 'contas', 'desorganizar', 'ficar', 'jogar', 'cara', 'interessar', 'aler', 'limite', 'credito', 'aumentar', 'voce', 'comprovar', 'ganhar', 'recomendo', 'testar', 'banco', 'tmbm', 'decepcionante', 'saber', 'sinceramente']"
ultilizo app faz tempo porem ultimos meses aplicativo apresentando muitos bugs travando fazendo funcionalidade antes,disgust,negative,"['ultilizer', 'fazer', 'tempo', 'por', 'ultimos', 'mês', 'aplicativo', 'apresentar', 'bugs', 'travar', 'fazer', 'funcionalidade', 'antes']"
algum motivo nao conseguindo abrir aplicativo constantemente apresentando erro abrir aplicativo ja reiniciei celular usando wifi nada querer abrir novas atualizacoes estao so piorando app aguardo solucao,disgust,negative,"['motivo', 'conseguir', 'abrir', 'aplicativo', 'constantemente', 'apresentar', 'erro', 'abrir', 'aplicativo', 'reiniciar', 'celular', 'usar', 'wifi', 'nada', 'querer', 'abrir', 'novo', 'atualizacoes', 'estao', 'piorar', 'app', 'aguardo', 'solucao']"
simplesmente app nao carrega celular usava normalmente todos dias agora desinstalar instalar quero ver algo nele so assim abre unica vez fica so pagina abertura nunca abre aplicativo,disgust,negative,"['simplesmente', 'app', 'nao', 'carrega', 'celular', 'usar', 'normalmente', 'dia', 'agora', 'desinstalar', 'instalar', 'querer', 'ver', 'assim', 'abrir', 'unico', 'vez', 'ficar', 'pagina', 'abertura', 'nunca', 'abrir', 'aplicativo']"
excelente ultima atualizacao modo noturno passou nao funcionar galaxy s ultra ativando modo noturno app abre interface branca,sadness,positive,"['excelente', 'ultimo', 'atualizacao', 'modo', 'noturno', 'passar', 'funcionar', 'Galaxy', 'ultra', 'ativar', 'modo', 'noturno', 'app', 'abrir', 'interface', 'branco']"
aplicativo cada dia ruim todas opcoes suporte exemplo demorado dificil falar opcao credito mds nunca liberam credito,anger,negative,"['aplicativo', 'dia', 'ruim', 'suporte', 'exemplo', 'demorar', 'dificil', 'falar', 'credito', 'nunca', 'liber', 'credito']"
oh app deseja reconhecimento facil demora h pra fazer reconhecimento ainda n certo q tenta novamente conta app travando,anger,negative,"['app', 'desejar', 'reconhecimento', 'facil', 'demor', 'fazer', 'reconhecimento', 'ainda', 'tentar', 'novamente', 'contar', 'app', 'travar']"
aplicativo ruim abrir tentar abrir varias vezes parta acontecer ex situacao executar tentativas horrivel,anger,negative,"['aplicativo', 'ruim', 'abrir', 'tentar', 'abrir', 'vario', 'vez', 'parta', 'acontecer', 'situacao', 'executar', 'tentativa', 'horrivel']"
uns bugs recorrentes acontecendo plataforma contas logadas q uso n aparece opcao colocar musica notas aparece frase rodape pagina dizendo musica voce escolheu pode nao disponivel todos paises sendo n selecionei musica alguma pq n aparece botao dessa funcao onde deveria ter tentei agitar telefone pra notificar bug enviei print indicando bug varias vezes ate agora nd,disgust,negative,"['bugs', 'recorrente', 'acontecer', 'plataforma', 'conta', 'logar', 'uso', 'aparecer', 'opcao', 'colocar', 'musica', 'nota', 'aparecer', 'frase', 'Rodape', 'pagino', 'dizer', 'musica', 'voce', 'escolher', 'poder', 'disponivel', 'paise', 'ser', 'selecionei', 'musica', 'aparecer', 'botao', 'funcao', 'dever', 'tentar', 'agitar', 'telefone', 'notificar', 'print', 'indicar', 'vario', 'vez', 'agora']"
comecando ter outra visao sobre instagram antes nao apresentava varios bugs seguidos agora recentemente enfrentando problema deixando cabelo pe suporte ajuda nao fazendo devido servico problema nao conseguir colocar musicas quero qualquer funcao use audio so aparecem musicas estranhas conta comercial sistema impedir colocar musicas quero favor exigo solucao,anger,negative,"['comecar', 'ter', 'visao', 'instagr', 'antes', 'apresentar', 'vario', 'bugs', 'seguir', 'agora', 'recentemente', 'enfrentar', 'problema', 'deixar', 'cabelo', 'suporte', 'ajudar', 'fazer', 'devido', 'servico', 'problema', 'conseguir', 'colocar', 'musico', 'querer', 'funcao', 'usar', 'aparecer', 'estranho', 'conta', 'comercial', 'sistema', 'impedir', 'colocar', 'musico', 'quero', 'favor', 'exigo', 'solucao']"
aplicativo falhas ridiculas poderiam facilmente resolvidas questao trocar musica postagem exemplo fiz publicacao musica funcionou perfeitamente algumas horas logo comecou aparecer audio indisponivel nao so varias postagens simplesmente nao ha nada possa fazer porque nao existe funcao trocar musica instagram fica cada dia tosco,anger,negative,"['aplicativo', 'falho', 'ridiculas', 'poder', 'facilmente', 'resolvir', 'questao', 'trocar', 'musica', 'postagem', 'exemplo', 'fiz', 'publicacao', 'musica', 'funcionar', 'perfeitamente', 'hora', 'logo', 'comecar', 'aparecer', 'audio', 'indisponivel', 'nao', 'postagem', 'simplesmente', 'nao', 'ha', 'poder', 'fazer', 'existir', 'funcao', 'trocar', 'musica', 'instagr', 'ficar', 'dia', 'tosco']"
otimo app uso gosto recentemente travado muiito filtros desaparecem nada ficam tempo desativados problema musica tambem audio indisponivel incomoda chega notificacao mensagens pessoa ja respondi chega mesmas mensagens ja respondi nada atualizacoes so estao piorando app,sadness,positive,"['otimo', 'uso', 'gostar', 'recentemente', 'travar', 'muiito', 'filtro', 'desaparecer', 'ficar', 'tempo', 'desativar', 'problema', 'musica', 'tamber', 'audio', 'indisponivel', 'incomoda', 'chegar', 'notificacao', 'mensagem', 'Pessoa', 'respondi', 'chegar', 'mesmo', 'mensagem', 'respondi', 'nada', 'atualizacoes', 'estao', 'piorar', 'app']"
