content,sentiment,sentiment_polarity
"Na hora de comprar é excelente. Pagar , ok! Mas se faltar um item ou mais , vai ficar faltando os clientes vão perder e isso é muito chato. Entrar no perfil , suporte, nem adianta que não resolve . Por que ??? Eu queria respostas sobre item que não recebo e não tenho , exatamente os itens que falta não dar opção pra reclamar. E quando entra em contato com a loja a loja fala que quem resolve é o app. E agora ??? Se pudesse por aqui o nome da loja eu colocaria .",anger,negative
"Roupas de qualidade, entrega rápida ( entregam na data estipulada por eles, até mesmo antes. Devolução bem simplificada, não tive problemas com devolução). Só prestar atenção qto ao tamanho, algumas lojas ( principalmente nacionais ""brasileiras"") não tem os tamanhos exposto de forma simples, precisa ter paciência pra achar onde colocam as tabelas de tamanhos, gosto muito das roupas desse app.",sadness,positive
"Gosto bastante da shein ,vc só tem que ter paciência para procurar as roupas que mais combinam com você. Tem alguns pontos a melhorar ,mas nada muito absurdo. Uma dica é vc fazer compras até 200 reais para não ser taxado ,e acumular pontos(só entrar em pontos e resgastar todos os dias(esses pontos vaeiam se acordo com o dia) e ir em ""garotas ,clicar mo pincel e postar duas fotos separadas (vc ganha 5 pontos por fotos ,totalizando 10 por dias só em garotas).Nunca tive problemas com a shein...",happiness,positive
"Vários bugs na plataforma, quem usa sabe! Filtros que não funciona corretamente, péssimo canal de contato com suporte. Deveria ter uma opção com oportunidade de revisar o comentário pelo menos uma vez, com algumas regrinhas de tempo pra edição, avaliar as compras pelo app é péssimo, geralmente saí tudo auto completando e escrevendo errado. Meio bagunça, e falta coisas que a Shopee vende e a Shein não tem !",anger,negative
"Antes era Excelente, agora com essas Novas Atualizações ficou Horrível de mexer! Recebi uma mensagem no Suporte, ao abrir dá erro e não consigo ver, arrumem esse Bug( já atualizei o App e mesmo assim continua o erro)! Tbm tá difícil de falar com alguém no Atendimento ao Cliente, dígito de tudo, depois de quase meia hora, que dá a opção de Agente Contato! Arrumem esses Bugs, tá insuportável mexer no App!",anger,negative
"Sou fiel admiradora da SHEIN, não só pelos preços. Mas como também, pelo carisma que tem em vender. No site, uma infinita variedades de produtos, tudo muito bem distribuído nas categorias . Também há incentivo para quem já comprou ,dar opiniões sinceras sobre os produtos, para facilitar quem estiver comprando . Sem falar nas promoções, diversos tipos de descontos, pontuações, etc. Sua forma de fazer marketing é incrível. Tem um jeito especial para nos cativar . PARABÉNS SHEIN!",happiness,positive
"A SheIn é excelente, tem muita variedade (modelos e tamanhos que não encontrei por aqui) e bons preços. PORÉM, agora que iniciou a taxação, se preparem. Estão fazendo umas cobranças, na minha opinião, desproporcionais... Se fosse só o ICMS... Tem mais o imposto sobre importação. Traduzindo, por exemplo, de uma compra de 87,00, ao chegar aqui no Brasil, taxaram mais 93,00... Pra mim, não vale mais a pena. Fiquem atentos. Espero ter ajudado.",sadness,positive
"Já foi bom, compro a anos e ao decorrer do tempo só piora, não tinha problemas, agr só me estresso, última vez que uso! vários anúncios falsos, comprei produto que era uma coisa no anúncio, quando chegou em casa era totalmente diferente, problemas com taxa de entrega e a dificuldade de falar com o suporte é inacreditável, fora que agr vc não consegue um atendimento online mais, se tiver um problema com a compra a burocracia é fora de série, péssimo! Problema atrás de problema",anger,negative
"Que o app é maravilhoso é, mas se encontra com diversos problemas. Eu abro ele normalmente, mas quando eu tento clicar em qualquer categoria que seja, ele só aparece a tela em branco. Tenho que apertar 4 vezes pra aba ficar normal é extremamente insuportável fazer isso toda vez que eu abro o app. Eu sou a maníaca da shein, passa o tempo no app de vcs e ele está insuportável com esse problema. Vou parar de fazer poww",sadness,positive
"O filtro de pesquisa deveria ser mais preciso igual o da concorrência. Coloco o que quero do meu celular e surge de todos menos o meu. Fora que tem vendedores agindo de má fé, colocando preços bem abaixo e quando clicamos no anúncio o tamanho da peça está indisponível e o que tem o valor é absurdamente maior apesar do produto ser igual.",anger,negative
"Gosto do app e nunca tive problema com compras internacionais, porém comprei item do Brasil pelo app, da M/F fitness e veio somente um produto ao invés de dois. Tentei o suporte ao cliente do app, não te dá opções, não tem como mandar fotos. Não consigo contatar a empresa, porém foi na plataforma shein, então a mesma que tem que se responsabilizar. Até agora não resolvi meu problema. O app não funciona na prática.",anger,negative
"Oi Porque toda vez que vou cadastrar meu número não dá certo? Toda vez da erro, sempre diz assim coloque de 8-11 caracteres e eu faço tudo certo Mais de restante eu acho bom,mas eu quero fazer uma compra nunca fiz e quero comprar pela primeira vez",neutral,neutral
"aplicativo mt bom, preços otimos e roupas lindas. claro que as vezes o preço também vai definir a qualidade da roupa, mas pelo menos tenho a opção de escolher se quero roupa barata e fubuia ou se quero roupa ""cara"" e de qualidade. muita variedade ao ponto que agrada todo mundo, não só nos modelos mas também em preços e em qualidades como disse acima. se adapta ao gosto do cliente mas não deixa de oferecer suas melhores ofertas, muito bom.",happiness,positive
"O aplicativo é bom não trava funciona super bem , porém tem algumas coisas que precisam melhorar por exemplo quando pesquiso uma roupa masculina aparecem diversas peças femininas no meio não é sempre que acontece isso mas é chato. Outra coisa que é ruim os nosso pontos expiram do que adianta ter pontos se mal da tempo de juntar o suficiente pra termos o desconto bom !",sadness,positive
"O aplicativo é ótimo, mas, todas as comprar serem taxadas depois dessas novas regulamentações que vcs vem fazendo, vou parar de comprar! É um absurdo tudo isso! Você compra uma peça que vc sabe que é aquele valor e a fiscalização vem me cobrar quase o mesmo valor? Me poupem!!!!!!!!!",anger,negative
"o app é ótimo até agora em questão de preços é o melhor, mas tem um probleminha, por exemplo, uma camisa custava 14,90, e um short, 9,90 ja joguei no carrinho e ia comprar, quando coloquei o tamanho subiu de 14,90 pra 149,90 e de 9,90 pra 39,90 ai é frustrante, comprei varias camisas e shorts baratinhos quando fui ver no cartão tinha cobrado um horror, ai fui rever os preços nos pedidos tava tudo alterados.",disgust,negative
"Fui taxado pedi para cancelar e ficam me mandando para o supirte que não resolve nada! vi que muitas pessoas passaram por esse problema e a shein não resolveu! Você fica pagando faturas sem produto....pessimo, não vou mais fazer compras na shein, e olha que sempre fazia compras grandes...mas me decepcionei. fui taxado com quase 300 reais para passar na alfandega, e receber meu produto, então desistir e espero o reembolso, e até agora nenhuma solução.",anger,negative
"Pouco tempo que baixei o app, e já estou com vários problemas. Alguns pedidos meus estão em atraso, outro veio completamente diferente do anúncio o que me deixou muito decepcionada. Estou com medo de fazer compras novamente na Shein, o atendimento ao cliente não é bom. Vou só esperar um pouco mais para ver se meus pedidos chegam, mas eu estava com grandes expectativas com o app, infelizmente no momento estou muito decepcionada.",fear,negative
"Essa história de ficar taxando no correios tá quebrando a Shein. Estou desinstalando o aplicativo. Algo que era pra ser mais em conta, o valor da taxa é a metade do produto comprado. Nunca vi isso! PT obrigada pela desgraça feita 🤦🏼‍♀️ (já esperava e foi avisado sobre a taxa antes da eleição)",anger,negative
"Gosto bastante do aplicativo, sempre compro. As roupas e produtos que são da shein mesmo poderia melhorar a qualidade. Poderiam também desenvolver cupom de desconto para os produtos nacionais. E alguns produtos deveriam ter uma descrição melhor dele para que a gente possa saber exatamente o que tá comprando, alguns faltam essas informações.",sadness,positive
"Nossaaa eu amava comprar na Shein agora está perdendo feio para outras plataformas, qualquer coisa exclui nossos pontos querem obrigar a gente usar rápido, e outra a compra pra frete grátis está muito alta, antes dava pra comprar em várias lojas e ter frete grátis, agora precisa comprar o tanto sugerido em cada loja pra frete grátis as coisas estão caríssimas, está demorando o dobro para chegar as coisas assim não tem como continuar as pessoas vão migrar par concorrência. Infelizmente!",anger,negative
"Eu amo comprar aqui e de verdade é uma plataforma muito boa, raramente trava. Porém tem deixado a desejar em vários quesito, so estão aparecendo pra todo mundo as mesmas roupas e os mesmo estilos, quado a gente quer algo diferente sempre que rola a tela as recomendações do app são as mesmas roupas que eu ja vi, deveria ser roupas parecidas xom a que eu acabei de ver, estão vendendo e mostrando sempre as mesmas roupas e o mesmo estilo de peça pra todos, e tiraram a função de ver peças específica",sadness,positive
"Tenho tido problemas de taxação nas minhas últimas compras internacionais apesar de estarem sempre abaixo dos US$ 50,00. A lei passou a vigorar em agosto deste ano. A Shein não está no Remessa Conforme??? Se sim, teriam que criar um mecanismo dentro do APP para que compras internacionais abaixo desse valor não recebam taxação.",neutral,neutral
"Suporte pós venda horrível!! Fiz um pedido e veio faltando vários itens e ninguém do aplicativo resolveu meu problema!! O chat só funciona quando eles querem... Não tem a opção de ""não recebi meu produto"" dentro do app. Quero que resolvam meu problema.",anger,negative
